JobID,Job Title,Salary Estimate,NumberofReviews,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,CompanyType,Industry,Sector,Revenue,Competitors,Easy Apply,No.OFApplicants
711,Data Analyst *Temp-Hire*,$113K-$132K (Glassdoor est.),185,2.9,"SkillsetGroup - Professional Staffing Solutions
2.9","Pico Rivera, CA","San Clemente, CA",1 to 50 employees,2013,Company - Private,Type 9,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,161
712,"QM DATA ANALYST II, WHITTIER, FULL TIME DAYS",$113K-$132K (Glassdoor est.),87,3.6,"PIH Health
3.6","Whittier, CA","Whittier, CA",5001 to 10000 employees,1959,Nonprofit Organization,Type 2,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),"Adventist Health, Providence Health & Services",-1,337
713,Radar Telemetry Data Analyst - RT,$113K-$132K (Glassdoor est.),61,-1,KLM Careers,"Anaheim, CA",-1,-1,-1,-1,Type 8,-1,-1,-1,-1,-1,739
714,Sr. Data Analyst — US Safety,$113K-$132K (Glassdoor est.),54,3.8,"TikTok
3.8","Los Angeles, CA","Los Angeles, CA",1001 to 5000 employees,2016,Company - Private,Type 4,Internet,Information Technology,Unknown / Non-Applicable,-1,-1,959
715,Data Analyst - Marketing Analytics,$113K-$132K (Glassdoor est.),135,3.4,"Mercury Insurance Group
3.4","Brea, CA","Los Angeles, CA",1001 to 5000 employees,1961,Company - Public,Type 2,Insurance Carriers,Insurance,$2 to $5 billion (USD),-1,-1,578
716,Radar Telemetry Data Analyst,$42K-$63K (Glassdoor est.),135,-1,TopTalentFetch,"Anaheim, CA",-1,-1,-1,-1,Type 6,-1,-1,-1,-1,-1,156
717,Radar Telemetry Data Analyst,$42K-$63K (Glassdoor est.),52,-1,Stark HR Consulting LLC,"Anaheim, CA",-1,-1,-1,-1,Type 3,-1,-1,-1,-1,-1,660
718,Senior Healthcare Data Analyst,$42K-$63K (Glassdoor est.),109,-1,"AlphaProTemps, A.P.R., Inc.","San Fernando, CA",-1,-1,-1,-1,Type 7,-1,-1,-1,-1,-1,95
719,Radar Telemetry Data Analyst,$42K-$63K (Glassdoor est.),85,-1,Devotion Business Solutions,"Anaheim, CA",-1,-1,-1,-1,Type 6,-1,-1,-1,-1,-1,624
720,Data Analyst,$60K-$66K (Glassdoor est.),165,3.9,"Wintrust Financial
3.9","Chicago, IL","Rosemont, IL",1001 to 5000 employees,1991,Company - Public,Type 2,Banks & Credit Unions,Finance,$500 million to $1 billion (USD),"J.P. Morgan, Bank of America",-1,94
721,Data Analyst,$60K-$66K (Glassdoor est.),110,3.7,"NCSA - Next College Student Athlete
3.7","Chicago, IL","Chicago, IL",501 to 1000 employees,2000,Company - Private,Type 5,Sports & Recreation,"Arts, Entertainment & Recreation",Unknown / Non-Applicable,-1,-1,395
722,Data Analyst,$60K-$66K (Glassdoor est.),56,3.7,"Riskonnect
3.7","Chicago, IL","Kennesaw, GA",201 to 500 employees,2007,Company - Private,Type 3,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),-1,-1,748
723,Data Transformation Analyst,$60K-$66K (Glassdoor est.),162,5,"Centric Consulting
5.0","Chicago, IL","Dayton, OH",501 to 1000 employees,1999,Company - Private,Type 1,Consulting,Business Services,$100 to $500 million (USD),"Accenture, West Monroe, Slalom",-1,455
724,Data Analyst,$60K-$66K (Glassdoor est.),153,3.2,"GoHealth
3.2","Chicago, IL","Chicago, IL",501 to 1000 employees,2001,Company - Private,Type 6,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,"eHealth, Anthem",TRUE,432
725,Jr. Data Analyst,$60K-$66K (Glassdoor est.),139,3.4,"Kelly
3.4","Downers Grove, IL","Troy, MI",5001 to 10000 employees,1946,Company - Public,Type 5,Staffing & Outsourcing,Business Services,$5 to $10 billion (USD),"Adecco, ManpowerGroup, Allegis Corporation",-1,442
726,Urgent Need - Data Analyst,$60K-$66K (Glassdoor est.),58,3.4,"Kelly
3.4","Chicago, IL","Troy, MI",5001 to 10000 employees,1946,Company - Public,Type 1,Staffing & Outsourcing,Business Services,$5 to $10 billion (USD),"Adecco, ManpowerGroup, Allegis Corporation",-1,869
727,Data Analyst,$60K-$66K (Glassdoor est.),132,3.8,"Undertone
3.8","Chicago, IL","New York, NY",201 to 500 employees,2001,Subsidiary or Business Segment,Type 1,Advertising & Marketing,Business Services,Unknown / Non-Applicable,"DoubleClick, Specific Media, Collective",TRUE,128
728,Business Systems & Data Analyst,$60K-$66K (Glassdoor est.),89,2.8,"Mike's Hard Lemonade
2.8","Chicago, IL","Chicago, IL",201 to 500 employees,1999,Company - Private,Type 7,Food & Beverage Manufacturing,Manufacturing,Unknown / Non-Applicable,"Anheuser-Busch InBev, The Boston Beer Company",-1,303
729,Healthcare Data Analyst - Remote,$60K-$66K (Glassdoor est.),151,3.3,"Allscripts
3.3","Chicago, IL","Chicago, IL",5001 to 10000 employees,1986,Company - Public,Type 2,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),"Cerner, Epic, Athena Health Care Systems",-1,982
730,Junior Data Analyst,$60K-$66K (Glassdoor est.),82,3.7,"Circle Logistics
3.7","Chicago, IL","Fort Wayne, IN",201 to 500 employees,2011,Company - Private,Type 9,Transportation Management,Transportation & Logistics,$100 to $500 million (USD),"Redwood Logistics, Coyote Logistics, Echo Global Logistics",-1,581
731,Data Analyst,$60K-$66K (Glassdoor est.),194,4,"University of Chicago
4.0","Chicago, IL","Chicago, IL",10000+ employees,1890,College / University,Type 7,Colleges & Universities,Education,$2 to $5 billion (USD),-1,-1,514
732,Product Data Analyst,$60K-$66K (Glassdoor est.),147,3.9,"Mondo
3.9","Chicago, IL","New York, NY",51 to 200 employees,2000,Company - Private,Type 7,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"Robert Half, Insight Global",-1,545
733,Entry Level / Jr. Data Analyst,$60K-$66K (Glassdoor est.),178,-1,KesarWeb,"Chicago, IL","Langhorne, PA",1 to 50 employees,-1,Company - Private,Type 5,-1,-1,Unknown / Non-Applicable,-1,-1,120
734,Data Analyst (Junior),$60K-$66K (Glassdoor est.),195,4.6,"Swoon
4.6","Downers Grove, IL","Chicago, IL",201 to 500 employees,2010,Company - Private,Type 8,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),-1,-1,663
735,Data Analyst,$60K-$66K (Glassdoor est.),172,4.6,"Swoon
4.6","Downers Grove, IL","Chicago, IL",201 to 500 employees,2010,Company - Private,Type 7,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),-1,-1,238
736,Associate Marketing Data Analyst,$60K-$66K (Glassdoor est.),126,4.1,"Bosch Group
4.1","Broadview, IL","Farmington Hills, MI",10000+ employees,1886,Company - Private,Type 3,Miscellaneous Manufacturing,Manufacturing,$10+ billion (USD),"Continental, FCA Fiat Chrysler Automobiles",-1,594
737,Outsights Data Analyst,$60K-$66K (Glassdoor est.),87,3.3,"Tempus
3.3","Chicago, IL","Washington, DC",51 to 200 employees,1999,Company - Private,Type 4,Financial Transaction Processing,Finance,$1 to $2 billion (USD),-1,-1,315
738,Business Data Analyst,$60K-$66K (Glassdoor est.),195,3.3,"Feeding America
3.3","Chicago, IL","Chicago, IL",51 to 200 employees,1979,Nonprofit Organization,Type 8,Social Assistance,Non-Profit,$2 to $5 billion (USD),-1,-1,860
739,Data Analyst,$60K-$66K (Glassdoor est.),99,4.7,"CRS Group
4.7","Chicago, IL","Itasca, IL",51 to 200 employees,1994,Company - Private,Type 5,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),-1,-1,469
740,Data Analyst,$60K-$66K (Glassdoor est.),87,4.3,"Peterson Technology Partners
4.3","Chicago, IL","Park Ridge, IL",201 to 500 employees,1997,Contract,Type 5,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),-1,-1,391
741,Data Analyst,$60K-$66K (Glassdoor est.),55,3.2,"BMO
3.2","Chicago, IL","Chicago, IL",10000+ employees,1882,Subsidiary or Business Segment,Type 3,Banks & Credit Unions,Finance,$2 to $5 billion (USD),"J.P. Morgan, Bank of America, U.S. Bank",-1,260
742,Data Analyst - Excel,$60K-$66K (Glassdoor est.),55,3.3,"AppleOne
3.3","Downers Grove, IL","Glendale, CA",1001 to 5000 employees,1964,Company - Private,Type 4,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),"Kelly, Manpower",-1,234
743,Associate Marketing Data Analyst,$60K-$66K (Glassdoor est.),186,3.1,"Robert Bosch Tool Corporation
3.1","Broadview, IL","Mount Prospect, IL",1001 to 5000 employees,1971,Subsidiary or Business Segment,Type 9,Consumer Products Manufacturing,Manufacturing,$500 million to $1 billion (USD),"Stanley Black & Decker, Milwaukee Tool",-1,300
744,Data Analyst,$60K-$66K (Glassdoor est.),69,3.5,"Chicago Public Schools
3.5","Chicago, IL","Chicago, IL",10000+ employees,1883,School / School District,Type 7,K-12 Education,Education,Unknown / Non-Applicable,-1,-1,565
745,Data Integrity Analyst,$60K-$66K (Glassdoor est.),122,3.3,"Chicago
3.3","Chicago, IL","Chicago, IL",10000+ employees,1837,Government,Type 9,Municipal Governments,Government,Unknown / Non-Applicable,-1,-1,15
746,Data Integrity Analyst,$60K-$66K (Glassdoor est.),149,3.8,"Guggenheim Partners
3.8","Chicago, IL","Chicago, IL",1001 to 5000 employees,1999,Private Practice / Firm,Type 4,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,"BlackRock, Nuveen, Piper Sandler",-1,453
747,Data Analyst - IntelliScript,$60K-$66K (Glassdoor est.),131,3.8,"Milliman
3.8","Chicago, IL","Seattle, WA",1001 to 5000 employees,1947,Company - Private,Type 9,Consulting,Business Services,$1 to $2 billion (USD),-1,-1,220
748,Data Analyst,$60K-$66K (Glassdoor est.),105,3.7,"BMO Financial Group
3.7","Chicago, IL","Toronto, Canada",10000+ employees,1817,Company - Public,Type 1,Banks & Credit Unions,Finance,$10+ billion (USD),"CIBC, RBC, TD",-1,211
749,Reporting and Data Analyst - (North American Collections Analytics for Data and Analytics),$60K-$66K (Glassdoor est.),127,3.2,"BMO
3.2","Chicago, IL","Chicago, IL",10000+ employees,1882,Subsidiary or Business Segment,Type 2,Banks & Credit Unions,Finance,$2 to $5 billion (USD),"J.P. Morgan, Bank of America, U.S. Bank",-1,556
750,Data Analyst,$73K-$82K (Glassdoor est.),178,4.2,"UST Global
4.2","Chicago, IL","Aliso Viejo, CA",10000+ employees,1999,Company - Private,Type 5,IT Services,Information Technology,$1 to $2 billion (USD),"Cognizant Technology Solutions, Infosys, Wipro",-1,939
751,Lead Data Analyst,$73K-$82K (Glassdoor est.),54,4.6,"First Stop Health
4.6","Chicago, IL","Chicago, IL",1 to 50 employees,2011,Company - Private,Type 1,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,-1,614
752,Manufacturing Data Analyst,$73K-$82K (Glassdoor est.),182,3.2,"MeadWestVaco
3.2","Woodridge, IL","Atlanta, GA",10000+ employees,2015,Company - Public,Type 1,Miscellaneous Manufacturing,Manufacturing,$10+ billion (USD),"International Paper, Graphic Packaging International, Smurfit Kappa",-1,841
753,Data Analyst,$73K-$82K (Glassdoor est.),88,3.5,"Care Advisors Inc
3.5","Chicago, IL","Chicago, IL",1 to 50 employees,-1,Company - Private,Type 6,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,-1,304
754,Data Analyst,$73K-$82K (Glassdoor est.),163,3.7,"Ann & Robert H. Lurie Children's Hospital of Chicago
3.7","Chicago, IL","Chicago, IL",1001 to 5000 employees,2012,Nonprofit Organization,Type 9,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),-1,-1,741
755,Data Analyst,$73K-$82K (Glassdoor est.),200,3.9,"TEKsystems, Inc
3.9","Chicago, IL","Hanover, MD",1001 to 5000 employees,1983,Subsidiary or Business Segment,Type 4,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),"Capgemini, Slalom, Accenture",-1,990
756,Data Analyst Intern,$73K-$82K (Glassdoor est.),103,-1,MT Global US INC,"Chicago, IL","Gardena, CA",1 to 50 employees,-1,Company - Private,Type 6,-1,-1,Unknown / Non-Applicable,-1,-1,464
757,Senior Data Analyst,$73K-$82K (Glassdoor est.),171,3.4,"HNI
3.4","Chicago, IL","Muscatine, IA",5001 to 10000 employees,1944,Company - Public,Type 9,Consumer Products Manufacturing,Manufacturing,$2 to $5 billion (USD),-1,-1,316
758,Data Analyst,$73K-$82K (Glassdoor est.),129,4.1,"SkySource Solutions
4.1","Downers Grove, IL","Berea, OH",1 to 50 employees,2017,Company - Public,Type 5,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),-1,-1,438
759,Junior Data Analyst,$73K-$82K (Glassdoor est.),195,5,"Staffigo Technical Services, LLC
5.0","Chicago, IL","Woodridge, IL",51 to 200 employees,2008,Company - Private,Type 8,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,628
760,Senior Data Analyst,$73K-$82K (Glassdoor est.),57,3.5,"Flexport
3.5","Chicago, IL","San Francisco, CA",1001 to 5000 employees,2013,Company - Private,Type 3,Logistics & Supply Chain,Transportation & Logistics,$500 million to $1 billion (USD),-1,-1,394
761,Data Analyst,$73K-$82K (Glassdoor est.),192,3.7,"Randstad
3.7","Downers Grove, IL","Atlanta, GA",1001 to 5000 employees,-1,Subsidiary or Business Segment,Type 3,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,-1,-1,308
762,Public Health Data Visualization Analyst,$73K-$82K (Glassdoor est.),171,4,"Lantana Consulting Group
4.0","Chicago, IL","East Thetford, VT",1 to 50 employees,-1,Company - Private,Type 7,Consulting,Business Services,Unknown / Non-Applicable,-1,-1,142
763,Data Operations Analyst,$73K-$82K (Glassdoor est.),101,3.5,"PDI
3.5","Chicago, IL","KIRKLAND, Canada",51 to 200 employees,2007,Unknown,Type 5,-1,-1,Less than $1 million (USD),-1,-1,588
764,Data Analyst,$73K-$82K (Glassdoor est.),193,3.6,"Level Ex, Inc.
3.6","Chicago, IL","Chicago, IL",51 to 200 employees,2015,Company - Private,Type 2,Video Games,Media,Unknown / Non-Applicable,-1,-1,22
765,Data Quality Analyst,$73K-$82K (Glassdoor est.),81,3,"Chicago Teachers Pension Fund
3.0","Chicago, IL","Chicago, IL",201 to 500 employees,-1,Government,Type 7,Municipal Governments,Government,Unknown / Non-Applicable,-1,-1,613
766,Marketing Data Analyst,$73K-$82K (Glassdoor est.),59,-1,Show Me Leads,"Chicago, IL",-1,-1,-1,-1,Type 7,-1,-1,-1,-1,-1,484
767,Senior Data Analyst,$73K-$82K (Glassdoor est.),130,-1,Leap,"Chicago, IL","Chicago, IL",Unknown,-1,Company - Private,Type 7,-1,-1,Unknown / Non-Applicable,-1,-1,622
768,Data Analyst,$73K-$82K (Glassdoor est.),82,3.9,"Diverse Lynx
3.9","Chicago, IL","Princeton, NJ",501 to 1000 employees,2002,Company - Private,Type 1,IT Services,Information Technology,$100 to $500 million (USD),-1,-1,473
769,Data Analyst,$73K-$82K (Glassdoor est.),107,5,"Staffigo Technical Services, LLC
5.0","Chicago, IL","Woodridge, IL",51 to 200 employees,2008,Company - Private,Type 8,IT Services,Information Technology,$50 to $100 million (USD),-1,-1,462
770,Provider Analytics Data Analyst,$73K-$82K (Glassdoor est.),96,4.7,"CRS Group
4.7","Chicago, IL","Itasca, IL",51 to 200 employees,1994,Company - Private,Type 5,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),-1,-1,265
771,CSI Data Analyst,$73K-$82K (Glassdoor est.),125,3.5,"Chicago Public Schools
3.5","Chicago, IL","Chicago, IL",10000+ employees,1883,School / School District,Type 2,K-12 Education,Education,Unknown / Non-Applicable,-1,-1,259
772,Outsights Data Analyst,$73K-$82K (Glassdoor est.),82,3.2,"Tempus Labs
3.2","Chicago, IL","Chicago, IL",501 to 1000 employees,2015,Company - Private,Type 8,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,TRUE,217
773,Data Analyst,$73K-$82K (Glassdoor est.),65,-1,TalentDash,"Chicago, IL","Chicago, IL",1 to 50 employees,-1,Company - Private,Type 2,-1,-1,Unknown / Non-Applicable,-1,-1,452
774,Provider Analytics Data Analyst,$73K-$82K (Glassdoor est.),139,4.6,"VIVA USA INC
4.6","Chicago, IL","Rolling Meadows, IL",51 to 200 employees,1996,Company - Private,Type 5,IT Services,Information Technology,$25 to $50 million (USD),-1,-1,232
775,Senior Data Analyst,$73K-$82K (Glassdoor est.),114,4.2,"360pi
4.2","Chicago, IL","Ottawa, Canada",1 to 50 employees,-1,Company - Private,Type 9,Enterprise Software & Network Solutions,Information Technology,$1 to $5 million (USD),-1,-1,383
776,Data Governance Analyst,$73K-$82K (Glassdoor est.),89,3.9,"TEKsystems, Inc
3.9","Chicago, IL","Hanover, MD",1001 to 5000 employees,1983,Subsidiary or Business Segment,Type 8,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),"Capgemini, Slalom, Accenture",-1,182
777,Senior Data Analyst,$73K-$82K (Glassdoor est.),141,3.9,"Leap
3.9","Chicago, IL","New Haven, CT",51 to 200 employees,1991,Nonprofit Organization,Type 5,Social Assistance,Non-Profit,Unknown / Non-Applicable,-1,-1,770
778,"Senior Data Analyst, Business Intelligence",$73K-$82K (Glassdoor est.),81,4.8,"Braviant Holdings
4.8","Chicago, IL","Chicago, IL",51 to 200 employees,2014,Company - Private,Type 5,Lending,Finance,$50 to $100 million (USD),"Avant, Enova, OppLoans",-1,231
779,Data Analyst,$67K-$92K (Glassdoor est.),63,-1,Bartech Group,"Burr Ridge, IL","South Holland, IL",51 to 200 employees,-1,Company - Private,Type 2,Construction,"Construction, Repair & Maintenance",Unknown / Non-Applicable,-1,-1,58
780,Data Analyst,$67K-$92K (Glassdoor est.),170,4,"Lorven Technologies Inc
4.0","Chicago, IL","Plainsboro, NJ",1 to 50 employees,-1,Company - Private,Type 2,Accounting,Accounting & Legal,Less than $1 million (USD),-1,-1,742
781,Data Analyst - Rush Infectious Diseases,$67K-$92K (Glassdoor est.),147,3.9,"Rush University Medical Center
3.9","Chicago, IL","Chicago, IL",5001 to 10000 employees,1837,Hospital,Type 7,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),-1,-1,163
782,Data Analyst,$67K-$92K (Glassdoor est.),50,2.7,"TechUSA
2.7","Chicago, IL","Millersville, MD",1001 to 5000 employees,1998,Company - Private,Type 9,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),-1,-1,15
783,Fair Lending Data Analyst,$67K-$92K (Glassdoor est.),80,3.4,"Alliant Credit Union
3.4","Rolling Meadows, IL","Chicago, IL",501 to 1000 employees,1935,Nonprofit Organization,Type 9,Banks & Credit Unions,Finance,$100 to $500 million (USD),-1,-1,386
784,Data Analyst,$67K-$92K (Glassdoor est.),121,4.5,"Green Key Resources
4.5","Chicago, IL","New York, NY",201 to 500 employees,2004,Company - Private,Type 5,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,"Beacon Hill Staffing Group, PageGroup, Solomon Page",-1,206
785,Senior Research Data Analyst,$67K-$92K (Glassdoor est.),86,4,"University of Chicago
4.0","Chicago, IL","Chicago, IL",10000+ employees,1890,College / University,Type 3,Colleges & Universities,Education,$2 to $5 billion (USD),-1,-1,533
786,Data Analyst,$67K-$92K (Glassdoor est.),103,3.7,"Accounting Aid Society
3.7","Chicago, IL","Detroit, MI",1 to 50 employees,-1,Nonprofit Organization,Type 6,-1,-1,$1 to $5 million (USD),-1,-1,715
787,Data Analyst,$67K-$92K (Glassdoor est.),60,4,"Roig Lawyers
4.0","Deerfield, IL","Deerfield Beach, FL",201 to 500 employees,2000,Private Practice / Firm,Type 6,Legal,Accounting & Legal,Unknown / Non-Applicable,-1,-1,271
788,Data Management Analyst,$67K-$92K (Glassdoor est.),172,3.2,"PrivateBancorp, Inc.
3.2","Chicago, IL","Chicago, IL",10000+ employees,-1,Company - Public,Type 7,Banks & Credit Unions,Finance,Unknown / Non-Applicable,-1,-1,983
789,Data Operations Analyst,$67K-$92K (Glassdoor est.),100,3.2,"PDI Software
3.2","Chicago, IL","Atlanta, GA",501 to 1000 employees,1983,Company - Private,Type 7,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,"Blue Yonder, SAP, NCR",TRUE,199
790,Data Analyst,$67K-$92K (Glassdoor est.),133,-1,TalentDash,"Chicago, IL","Singapore, Singapore",1 to 50 employees,2014,Company - Private,Type 9,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1,-1,725
791,"Data Analyst, Operations Engineering",$67K-$92K (Glassdoor est.),99,3.8,"Invenergy
3.8","Chicago, IL","Chicago, IL",501 to 1000 employees,2001,Company - Private,Type 6,Energy,"Oil, Gas, Energy & Utilities",$50 to $100 million (USD),-1,-1,335
